/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/center_2021_07_13_22_33_35_582.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/left_2021_07_13_22_33_35_582.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/right_2021_07_13_22_33_35_582.jpg,0,0,0,4.226711
/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/center_2021_07_13_22_33_35_650.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/left_2021_07_13_22_33_35_650.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/right_2021_07_13_22_33_35_650.jpg,0,0,0,4.201199
/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/center_2021_07_13_22_33_35_721.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/left_2021_07_13_22_33_35_721.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/right_2021_07_13_22_33_35_721.jpg,0,0,0,4.167421
/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/center_2021_07_13_22_33_35_795.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/left_2021_07_13_22_33_35_795.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/right_2021_07_13_22_33_35_795.jpg,0,0,0,4.142266
/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/center_2021_07_13_22_33_35_867.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/left_2021_07_13_22_33_35_867.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/right_2021_07_13_22_33_35_867.jpg,0,0,0,4.108963
/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/center_2021_07_13_22_33_35_938.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/left_2021_07_13_22_33_35_938.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/right_2021_07_13_22_33_35_938.jpg,0,0,0,4.075926
/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/center_2021_07_13_22_33_36_011.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/left_2021_07_13_22_33_36_011.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/right_2021_07_13_22_33_36_011.jpg,0,0,0,4.051322
/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/center_2021_07_13_22_33_36_083.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/left_2021_07_13_22_33_36_083.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/right_2021_07_13_22_33_36_083.jpg,0,0,0,4.018758
/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/center_2021_07_13_22_33_36_156.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/left_2021_07_13_22_33_36_156.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/right_2021_07_13_22_33_36_156.jpg,0,0,0,3.994507
/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/center_2021_07_13_22_33_36_225.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/left_2021_07_13_22_33_36_225.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/Data4/IMG/right_2021_07_13_22_33_36_225.jpg,0,0,0,3.962398
